🕘️更新时间,#genre#
CCTV-10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://223.78.65.165:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://221.13.235.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV-11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8
CCTV-12,http://222.223.41.27:8888/hls/12/index.m3u8
CCTV-12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV-12,http://61.136.172.236:9901/tsfile/live/0012_1.m3u8
CCTV-13,http://113.57.140.161:10081/newlive/live/hls/14/live.m3u8
CCTV-13,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV-13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8
CCTV-14,http://221.13.235.58:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV-14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://221.13.235.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://112.27.235.94:8000/hls/16/index.m3u8
CCTV-15,http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001258/index.m3u8?streamid=a78e16d1a56172e5525dedde279787a3&streamkey=070kmnWlSO6tVxvh6JyoORGIRdEtU2N6uMhBr52XFXMlpDP5cJR3WbAE4XDUyMtM85fygRhPAwq9wyn0AD7vg5QKiMGxk82vdtaBG0RYT7p2mBDXWyty&token=1775753992-d3736074ec706d13-0-d4be0b2d62639f66eea98eb8ecb876a6
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=f9c36f1e95b5b35eac89cc89583e7c0a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=348c8c0c04a6d2b900e5a3bcb4af8ce1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CETV-1,http://117.161.133.51:81/gitv_live/G_CETV-1/G_CETV-1.m3u8?p=GITV
CETV-1,http://121.19.134.246:808/hls/62/index.m3u8
CETV-1,http://1.197.203.33:85/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-1,http://120.76.248.139/live/bfgd/4200000135.m3u8
CETV-2,http://117.161.133.51:81/gitv_live/G_CETV-2/G_CETV-2.m3u8?p=GITV
CETV-2,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=202601140802499d512d62eaa74d1b80ee724fa99806db&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20260114080249&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=218.28.233.106&SecurityKey=20260114080249&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b9d246dd5c12d10834cf46710ab76f30&sv=10004&ct=android
CETV-4,http://49.113.179.174:4022/udp/238.125.3.92:5140

📡卫视频道,#genre#
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&wsMonitor=0
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8
浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8
湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://101.66.194.210:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
北京卫视,http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
湖北卫视,http://61.136.172.236:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://61.136.172.236:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://112.27.235.94:8000/hls/28/index.m3u8
东方卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8
东南卫视,http://101.66.194.210:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://39.134.65.67/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://home.wwang.pw:35455/itv/5000000011000031121.m3u8?cdn=bestzb
甘肃卫视,http://148.135.93.213:81/live.php?id=甘肃卫视
甘肃卫视,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8
甘肃卫视,http://183.11.239.36:808/hls/119/index.m3u8
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8
甘肃卫视,https://iptv.catvod.com/catvod.php?id=gsws
甘肃卫视,https://httop.top/ysp-甘肃卫视
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=091bd59ea031989839c23459bb8cc9d4&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
贵州卫视,http://101.66.194.210:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8
海南卫视,http://39.134.65.75/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://home.wwang.pw:35455/itv/5000000004000006211.m3u8?cdn=bestzb
海南卫视,http://148.135.93.213:81/live.php?id=海南卫视
海南卫视,http://58.57.40.22:9901/tsfile/live/1000_1.m3u8
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
海南卫视,http://39.152.103.17:8089/tsfile/live/1046_1.m3u8
海南卫视,http://183.11.239.36:808/hls/124/index.m3u8
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
海南卫视,https://iptv.catvod.com/catvod.php?id=hinws
海南卫视,https://httop.top/ysp-海南卫视
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://101.66.194.210:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://221.13.235.58:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=555198f31caa33506ac6abb70d788959&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
江西卫视,http://192.151.150.154/live/jxwshd.m3u8
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8
江西卫视,http://115.48.161.87:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://101.66.194.210:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8
辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=3e7340acf8869ac1c7dad1bb836dcd35&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=81a015dbecf3031d7d847b7a9b059f67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=e1236348f815c36a0429357e5b5c5f10&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=1b2952717a920173e66d4a348f9dcb5c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=551474d02bee1c160e1692e22c45ddba&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
青海卫视,http://111.8.224.6:9999/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8
山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=eeb7d60ca6e0db131ea7a092a3cd28d2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=69e002ac7467d661ff7ad0671ed43f16&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
陕西卫视,https://live.264788.xyz/channel/shaanxiweishi?streamid=9dc887dba8ecb4e4143baf4f2373800c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
陕西卫视,http://112.27.235.94:8000/hls/43/index.m3u8
四川卫视,https://live.264788.xyz/channel/sichuanweishi4k?streamid=401bf692a1a8b91298f26077d53316d6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
四川卫视,https://live.264788.xyz/channel/sichuanweishi4k?streamid=21be5901ee81559c827dc84e46f26452&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8
四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8
三沙卫视,http://221.226.51.220:50081/newlive/live/hls/38/live.m3u8
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,https://live.264788.xyz/channel/xizangweishi?streamid=4b4e8ea919f1cfd5e43deed1d1675251&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
西藏卫视,http://107.150.60.122/live/xzws.m3u8
新疆卫视,https://live.264788.xyz/channel/xinjiangweishi?streamid=4f481f56ae39ce5d24203471de9df635&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
云南卫视,http://112.27.235.94:8000/hls/40/index.m3u8

☘️广东频道,#genre#
广东珠江,http://183.237.95.108:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8
广东体育,http://183.11.239.36:808/hls/2/index.m3u8
广东体育,http://74.91.26.218:82/live/gdty.m3u8
广东体育,http://116.77.33.98:44330/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://api2.52tb.xyz/info?id=413&token=20230218qkyjia
广东体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6559&tk=a0c4f6cfaba3
广东体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2030&tk=a0c4f6cfaba3
广东体育,http://125.89.163.44:8888/udp/239.77.0.112:5146
广东体育,http://119.32.12.17:2901/udp/224.1.100.34:11111
广东新闻,http://183.237.95.108:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://home.wwang.pw:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,http://148.135.93.213:81/live.php?id=广东卫视
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
广东卫视,http://btjg.net:809/hls/32/index.m3u8
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://sun135790.x3322.net:9901/tsfile/live/16034_1.m3u8?key=txiptv&playlive=1&authid=0
广东民生,http://183.237.95.108:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0
大湾区卫视,http://39.135.133.153/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
大湾区卫视,http://home.wwang.pw:35455/itv/2000000003000000045.m3u8?cdn=hnbblive
大湾区卫视,http://148.135.93.213:81/live.php?id=大湾区卫视
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,http://tvbox6.icu/tv/dwqws.m3u8
大湾区卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.153:11111
大湾区卫视,http://36.105.100.208:35455/itv/1000000002000011619.m3u8?cdn=ystenlive
大湾区卫视,http://dd.ddzb.fun/php/migu.php?id=dwqws
广州综合,http://45.192.97.170:8880/play/535.m3u8
广州影视,http://183.239.236.91:8088/hls/43/index.m3u8
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州竞赛,http://8.138.7.223/tv/gzjs.m3u8
广州竞赛,http://nn.7x9d.cn/地方台8563/gsw.php?id=gzjs
广州竞赛,http://qjrhc.jydjd.top:2911/udp/224.1.100.106:11111
广州竞赛,https://tencentplaygsm.gztv.com/live/jingsai.m3u8?txTime=65815756&txSecret=446c7cfc73f950b7253ea8c8d1a37a8a
广州竞赛,http://125.89.163.44:8888/udp/239.253.43.75:5146
广州竞赛,http://qjrhc.jydjd.top:2911/udp/224.1.100.105:11111
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=d295a772fb08e03b40f412ee48e70fb0&txTime=18d048582e3
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州竞赛,http://119.32.12.17:2901/udp/224.1.100.105:11111
江门综合,http://120.77.205.62:8087/rtp/239.77.0.195:5146
江门综合,http://125.89.163.44:8888/udp/239.77.0.201:5146
江门综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7006&tk=a0c4f6cfaba3
江门综合,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/shenzhen.js?QUN=酷9-JS交流群424765458&id=jmzh
江门综合,http://45.192.97.170:8880/play/553.m3u8
江门侨乡生活,http://120.77.205.62:8087/rtp/239.77.0.196:5146
江门侨乡生活,http://120.77.205.62:8087/rtp/239.77.0.202:5146
江门侨乡生活,http://125.89.163.44:8888/udp/239.77.0.202:5146
江门侨乡生活,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/shenzhen.js?QUN=酷9-JS交流群424765458&id=jmqxsh
佛山综合,http://120.77.205.62:8087/rtp/239.253.43.57:5146
佛山综合,http://120.77.205.62:8087/rtp/239.253.43.52:5146
佛山综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3169&tk=a0c4f6cfaba3
佛山综合,http://125.89.163.44:8888/udp/239.253.43.57:5146
佛山综合,http://8.137.59.151:3000/guangdong/foshan.php?id=fszh
佛山综合,http://45.192.97.170:8880/play/546.m3u8
深圳卫视,http://39.135.135.44/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://home.wwang.pw:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
深圳卫视,http://148.135.93.213:81/live.php?id=深圳卫视
深圳卫视,http://58.57.40.22:9901/tsfile/live/1036_1.m3u8
深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
深圳卫视,http://113.26.202.52:1299/tsfile/live/0126_1.m3u8
深圳卫视,http://183.11.239.36:808/hls/45/index.m3u8
深圳卫视,http://222.214.208.34:59901/tsfile/live/0126_1.m3u8
深圳卫视,http://111.221.137.234:44330/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
汕头综合,http://103.150.10.16:177/st.php?id=st1
汕头综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7310&tk=a0c4f6cfaba3
汕头综合,http://120.77.205.62:8087/rtp/239.253.43.30:5146
汕头综合,http://125.89.163.44:8888/udp/239.77.1.130:5146
汕头综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8978&tk=a0c4f6cfaba3
汕头综合,http://43.251.226.89:8080/play/1105.m3u8
汕头综合,http://43.251.226.89:8080/play/585.m3u8
汕头综合,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/shenzhen.js?QUN=酷9-JS交流群424765458&id=stxwzh
汕头综合,http://45.192.97.170:8880/play/567.m3u8
汕头综合,http://45.192.97.170:8880/play/906.m3u8
汕头经济,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2962&tk=a0c4f6cfaba3
汕头经济,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9512&tk=a0c4f6cfaba3
汕头经济,http://125.89.163.44:8888/udp/239.77.1.131:5146
汕头经济,http://120.77.205.62:8087/rtp/239.253.43.43:5146
汕头经济,http://43.251.226.89:8080/play/1106.m3u8
汕头经济,http://43.251.226.89:8080/play/586.m3u8
汕头经济,http://45.192.97.170:8880/play/907.m3u8
汕头经济,http://45.192.97.170:8880/play/568.m3u8
汕头文旅,http://120.77.205.62:8087/rtp/239.253.43.47:5146
